# Data from Clarivate Analytics' Web of Science, retrieved 1 December 2018
# This file generated on 2018-12-01 19:35:20
item,id,year,title,AU,SO,DE
5686,WOS:000273882100001,2010,Analyzing Temperature Effects on Mortality Within the R Environment: The Constrained Segmented Distributed Lag Parameterization,"Muggeo, Vito M. R.",JOURNAL OF STATISTICAL SOFTWARE,temperature effects|segmented relationship|break point|p-splines|r
5687,WOS:000235051400006,2006,Modelling flexible body systems: a bond graph component model approach,"Damic, ",MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,flexible multibody systems|finite-element modelling|co-rotational formulation|bond graphs|component models
5688,WOS:000316129000010,2013,Valuing climate impacts in integrated assessment models: the MIT IGSM,"Reilly, John|Paltsev, Sergey|Strzepek, Ken|Selin, Noelle E.|Cai, Yongxia|Nam, Kyung-Min|Monier, Erwan|Dutkiewicz, Stephanie|Scott, Jeffery|Webster, Mort|Sokolov, Andrei",CLIMATIC CHANGE,
5689,WOS:000364605400022,2015,"Small-scale cooperative banking and the production of capital: Reflecting on the role of institutional agreements in supporting rural livelihood in Kampot, Cambodia","Scheidel, Arnim|Farrell, Katharine N.",ECOLOGICAL ECONOMICS,cambodia|community finance|flow/fund theory|institutional analysis|musiasem|small-farmers
5690,WOS:000291592500003,2011,Alternative climate data sources for distributed hydrological modelling on a daily time step,"El-Sadek, Ashraf|Bleiweiss, Max|Shukla, Manoj|Guldan, Steve|Fernald, Alexander",HYDROLOGICAL PROCESSES,hydrological modelling|climate data|radar data|reanalysis data|swat|arid region
5691,WOS:000289641400017,2011,"An inventory-based analysis of Canada's managed forest carbon dynamics, 1990 to 2008","Stinson, G.|Kurz, W. A.|Smyth, C. E.|Neilson, E. T.|Dymond, C. C.|Metsaranta, J. M.|Boisvenue, C.|Rampley, G. J.|Li, Q.|White, T. M.|Blain, D.",GLOBAL CHANGE BIOLOGY,boreal|carbon|carbon dioxide|cbm-cfs3|climate change|forest|net ecosystem exchange|terrestrial ecosystem modelling
5692,WOS:000361034400008,2015,Welfare Effects of Water Variability in Agriculture. Insights from a Multimarket Model,"Ponce, Roberto|Blanco, Maria|Giupponi, Carlo",WATER,
5693,WOS:000080877100010,1998,A statistical framework for analysis of limit reference points,"Richards, LJ|Schnute, JT|Olsen, N|Funk, F|Quinn, TJ|Heifetz, J|Ianelli, JN|Powers, JE|Schweigert, JF|Sullivan, PJ|Zhang, CI",FISHERY STOCK ASSESSMENT MODELS,
5694,WOS:000335706900040,2014,Spatial resolution considerations for urban hydrological modelling,"Krebs, G.|Kokkonen, T.|Valtanen, M.|Setala, H.|Koivusalo, H.",JOURNAL OF HYDROLOGY,stormwater|urban hydrological modelling|swmm|high spatial resolution|parameter sensitivity|parameter regionalization
5695,WOS:000373691200014,2016,"Impacts of Spatial Climatic Representation on Hydrological Model Calibration and Prediction Uncertainty: A Mountainous Catchment of Three Gorges Reservoir Region, China","Li, Yan|Thompson, Julian R.|Li, Hengpeng",WATER,soil and water assessment tool|orographic effect|spatial climatic representation|sequential uncertainty fitting|hydrological processes
5696,WOS:000305484200004,2012,Development of a Conceptual Framework to Guide a Program of Research Exploring Nurse-to-Nurse Communication,"Carrington, Jane M.",CIN-COMPUTERS INFORMATICS NURSING,conceptual framework|information theory|symbolic interaction theory
5697,WOS:000245060500022,2007,Integrated modeling of pedestrian energy exchange and thermal comfort in urban street canyons,"Pearlmutter, D.|Berliner, P.|Shaviv, E.",BUILDING AND ENVIRONMENT,urban design|street canyons|microclimate|energy exchange models|pedestrian comfort
5698,WOS:000412612700021,2017,Integrated remote sensing imagery and two-dimensional hydraulic modeling approach for impact evaluation of flood on crop yields,"Chen, Huili|Liang, Zhongyao|Liu, Yong|Liang, Qiuhua|Xie, Shuguang",JOURNAL OF HYDROLOGY,yield loss|flood characteristics|remote sensing|two-dimensional hydraulic model|hj-1a/b imagery
5699,WOS:000234033200004,2006,Diffusion trajectory of self-propagating innovations interacting with institutions - incorporation of multi-factors learning function to model PV diffusion in Japan,"Nagamatsu, A|Watanabe, C|Shum, KL",ENERGY POLICY,multi-factors learning function|self-propagation|institutions
5700,WOS:000380493400020,2015,From Ice to Penguins: The Role of Mathematics in Antarctic Research,"Xavier, Jose C.|Hill, S. L.|Belchier, M.|Bracegirdle, T. J.|Murphy, E. J.|Lopes Dias, J.|Bourguignon, JP|Jeltsch, R|Pinto, AA|Viana, M",MATHEMATICS OF ENERGY AND CLIMATE CHANGE,
5701,WOS:A1995BE02D00017,1995,Object-oriented ecological modelling: The case of lake eutrophication,"CODEGA, R|FRANZI, M|GUARISO, G|RIZZOLI, A|Avouris, NM|Page, B",ENVIRONMENTAL INFORMATICS,
5702,WOS:000242329500020,2006,Hydrological modeling of tropical closed Lake Ihotry (SW Madagascar): Sensitivity analysis and implications for paleohydrological reconstructions over the past 4000 years,"Vallet-Coulomb, Christine|Gasse, Francoise|Robison, Laurent|Ferry, Luc|Van Campo, Elise|Chalie, Francoise",JOURNAL OF HYDROLOGY,water balance|lake model|climate change|evaporation|madagascar
5703,WOS:000342428000005,2014,Why are climate policies of the present decade so crucial for keeping the 2 A degrees C target credible?,"Fabert, Baptiste Perrissin|Pottier, Antonin|Espagne, Etienne|Dumas, Patrice|Nadaud, Franck",CLIMATIC CHANGE,
5704,WOS:000298299706068,2011,Temporal and Spatial Deployment of Carbon Dioxide Capture and Storage Technologies across the Representative Concentration Pathways,"Dooley, J. J.|Calvin, K. V.|Gale, J|Hendriks, C|Turkenberg, W",10TH INTERNATIONAL CONFERENCE ON GREENHOUSE GAS CONTROL TECHNOLOGIES,carbon dioxide capture and storage|representative concentration pathways|atmospheric stabilization|integrated assessment
5705,WOS:000301301300016,2012,How green solar desalination really is? Environmental assessment using life-cycle analysis (LCA) approach,"Jijakli, Kenan|Arafat, Hassan|Kennedy, Scott|Mande, Prasad|Theeyattuparampil, Vijo Varkey",DESALINATION,solar still|solar desalination|reverse-osmosis|life-cycle analysis|united arab emirates
5706,WOS:000336957400009,2014,Forest cover representation in hydrological modeling: a comparison of ten models. A review.,"Deraedt, Deborah|Colinet, Gilles|Claessens, Hugues|Degre, Aurore",BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,environmental modelling|forest cover|hydrology|plant-water relations|root systems|transpiration
5707,WOS:000412255400018,2017,"Field capacity, a valid upper limit of crop available water?","van Lier, Quirijn de Jong",AGRICULTURAL WATER MANAGEMENT,crop water availability|drainage|hydrological modeling|bucket model
5708,WOS:000259257800003,2008,A stakeholder dialogue on European vulnerability,"de la Vega-Leinert, Anne C.|Schroeter, Dagmar|Leemans, Rik|Fritsch, Uta|Pluimers, Jacomijn",REGIONAL ENVIRONMENTAL CHANGE,global change|ecosystem service provision|stakeholder dialogue|participative integrated assessment|vulnerability|adaptation|europe
5709,WOS:000357968700053,2014,Assessing basin heterogeneities for rainfall-runoff modelling of the Okavango River and its transboundary management,"Baumberg, Verena|Helmschrot, Joerg|Steudel, Thomas|Goehmann, Hendrik|Fischer, Christian|Fluegel, Wolfgang-Albert|Castellarin, A|Ceola, S|Toth, E|Montanari, A","EVOLVING WATER RESOURCES SYSTEMS: UNDERSTANDING, PREDICTING AND MANAGING WATER-SOCIETY INTERACTIONS",basin heterogeneity|cubango river|cuito river|distributed hydrological modelling|flood plain morphology|hru|hydrological system analysis|j2000g|okavango river
5710,WOS:000342272600034,2014,An updated biodiversity nonuse value function for use in climate change integrated assessment models,"Brooks, Wesley R.|Newbold, Stephen C.",ECOLOGICAL ECONOMICS,biodiversity|climate change|ecosystem|integrated assessment model|nonuse value|structural benefit transfer
5711,WOS:000085403000005,1999,Advanced bottom-up modelling for national and regional energy planning in response to climate change,"Kanudia, A|Loulou, R",INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION,bottom-up energy models|climate change|ghg abatement|multiregion models|stochastic programming|supply-demand equilibrium
5712,WOS:000356616300001,2015,Effects of extreme global warming in northern Europe,"Drews, Martin|Christensen, Jens Hesselbjerg",CLIMATE RESEARCH,high end climate scenarios|climate change effects|adaptation
5713,WOS:000290114100098,2005,The hydrological modelling system J2000-knowledge core for JAMS,"Krause, Peter|Kralisch, Sven|Zerger, A|Argent, RM",MODSIM 2005: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION: ADVANCES AND APPLICATIONS FOR MANAGEMENT AND DECISION MAKING,j2000|jams|modular modeling framework|hydrological modelling
5714,WOS:000403512500029,2017,"Integrating hydrological modelling, data assimilation and cloud computing for real-time management of water resources","Kurtz, Wolfgang|Lapin, Andrei|Schilling, Oliver S.|Tang, Qi|Schiller, Eryk|Braun, Torsten|Hunkeler, Daniel|Vereecken, Harry|Sudicky, Edward|Kropf, Peter|Franssen, Harrie-Jan Hendricks|Brunner, Philip",ENVIRONMENTAL MODELLING & SOFTWARE,cloud computing|integrated hydrological modelling|data assimilation|water resources management|hydrogeosphere|wireless sensor networks
5715,WOS:000304238600005,2012,Better predicting snowmelt-induced floods: evaluation of probabilistic streamflow forecasts on mountainous catchments in France,"Nicolle, Pierre|Valery, Audrey|Ramos, Maria-Helena|Perrin, Charles|Andreassian, Vazken",HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU,hydrological modelling|snow routine|ensemble forecasting
5716,WOS:000361582000012,2015,Integrating top-down and bottom-up approaches to design global change adaptation at the river basin scale,"Girard, Corentin|Pulido-Velazquez, Manuel|Rinaudo, Jean-Daniel|Page, Christian|Caballero, Yvan",GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,climate change|adaptation measures|river basin model|climate check|top-down|bottom-up
5717,WOS:000373550100023,2016,Satellite soil moisture for agricultural drought monitoring: Assessment of the SMOS derived Soil Water Deficit Index,"Martinez-Fernandez, J.|Gonzalez-Zamora, A.|Sanchez, N.|Gumuzzio, A.|Herrero-Jimenez, C. M.",REMOTE SENSING OF ENVIRONMENT,soil moisture|smos|soil water deficit index|agricultural drought|soil water parameters
5718,WOS:000415735500003,2017,A Bayesian mixture model for clustering and selection of feature occurrence rates under mean constraints,"Li, Qiwei|Guindani, Michele|Reich, Brian J.|Bondell, Howard D.|Vannucci, Marina",STATISTICAL ANALYSIS AND DATA MINING,bayesian nonparametrics|count data|feature selection|poisson mixture|text analysis
5719,WOS:000347446400023,2015,Evaluation of large-scale precipitation data sets for water resources modelling in Central Asia,"Malsy, Marcus|Beek, Tim Aus Der|Floerke, Martina",ENVIRONMENTAL EARTH SCIENCES,central asia|water resources|precipitation|hydrological modelling|uncertainty|watergap
5720,WOS:000321521400066,2013,Environmental Assessment of Management Options for Nutrient Flows in the Food Chain in China,"Ma, Lin|Wang, Fanghao|Zhang, Weifeng|Ma, Wenqi|Velthof, Gerard|Qin, Wei|Oenema, Oene|Zhang, Fusuo",ENVIRONMENTAL SCIENCE & TECHNOLOGY,
5721,WOS:000188887100009,2004,"Hydrological analysis of the river Aude, France, flash flood on 12 and 13 November 1999","Gaume, E|Livet, M|Desbordes, M|Villeneuve, JP",JOURNAL OF HYDROLOGY,flash flood|extreme event|hydrological modelling|post-flood investigation|hydrological analysis
5722,WOS:A1997BH34N00006,1997,The role of population growth in controlling greenhouse gas emission,"Kelly, DL|Kolstad, CD","ENERGY AND ECONOMIC GROWTH: IS SUSTAINABLE GROWTH POSSIBLE?, VOLS 1-3",
5723,WOS:000383466900009,2016,Analysis and integrated modelling of groundwater infiltration to sewer networks,"Thorndahl, Soren|Balling, Jonas Dueholm|Larsen, Uffe Bay Bogh",HYDROLOGICAL PROCESSES,groundwater infiltration|sewer networks|integrated modelling
5724,WOS:000357020200012,2015,An Integrated Assessment for Wind Energy in Lake Michigan Coastal Counties,"Nordman, Erik|VanderMolen, Jon|Gajewski, Betty|Isely, Paul|Fan, Yue|Koches, John|Damm, Sara|Ferguson, Aaron|Schoolmaster, Claire",INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT,delphi inquiry|integrated assessment|lake michigan|wind energy|offshore wind
5725,WOS:000080031200012,1999,A simple water balance model for the simulation of streamflow over a large geographic domain,"Arnell, NW",JOURNAL OF HYDROLOGY,hydrological modelling|continental-scale|europe
5726,WOS:000230985600003,2005,Soil surface infiltration capacity classification based on the bi-directional reflectance distribution function sampled by aerial photographs. The case of vineyards in a Mediterranean area,"Wassenaar, T|Andrieux, P|Baret, F|Robbez-Masson, JM",CATENA,soil surface feature|soil infiltration capacity|vineyard|hydrological modelling|aerial photography|brdf|high spatial resolution
5727,WOS:000348084000010,2015,A systematic review of socio-economic assessments in support of coastal zone management (1992-2011),"Le Gentil, Eric|Mongruel, Remi",JOURNAL OF ENVIRONMENTAL MANAGEMENT,integrated coastal zone management|integrated assessment|socio-economic assessment|systematic review
5728,WOS:000079680700002,1999,An integrated modelling method to support manufacturing systems analysis and design,"Al-Ahmari, AMA|Ridgway, K",COMPUTERS IN INDUSTRY,conceptual modelling|integrated methodologies|grai grid|idefo|simulation
5729,WOS:000166806500002,2001,"Climate change impacts on runoff in Sweden - assessments by global climate models, dynamical downscaling and hydrological modelling","Bergstrom, S|Carlsson, B|Gardelin, M|Lindstrom, G|Pettersson, A|Rummukainen, M",CLIMATE RESEARCH,climate change impact|water resources|regional climate model|scenario|hydrological model|hbv|evapotranspiration|sweclim
5730,WOS:000258528700001,2008,Development and application of participatory integrated assessment software to support local/regional impact and adaptation assessment,"Holman, I. P.|Rounsevell, M. D. A.|Berry, P. M.|Nicholls, R. J.",CLIMATIC CHANGE,
5731,WOS:000261218900006,2008,Hedgerow impacts on soil-water transfer due to rainfall interception and root-water uptake,"Ghazavi, G.|Thomas, Z.|Hamon, Y.|Marie, J. C.|Corson, M.|Merot, P.",HYDROLOGICAL PROCESSES,hedgerow network|rainfall interception|root distribution|soil-water potential|groundwater dynamic
5732,WOS:000352671500022,2015,Grid-wide subdaily hydrologic alteration under massive wind power penetration in Chile,"Haas, J.|Olivares, M. A.|Palma-Behnke, R.",JOURNAL OF ENVIRONMENTAL MANAGEMENT,subdaily hydrologic alteration|variable renewable energy|hydropeaking|wind power|hydrothermal coordination|reservoir operation
5733,WOS:000414537400014,2017,Observational uncertainty in hydrological modelling using data depth,"Singh, S. K.|Dutta, S.",GLOBAL NEST JOURNAL,half-space depth|parameter estimation|predictive uncertainty|topnet
5734,WOS:000300335600003,2011,Model Based Spatial Distribution of Oxygen-18 Isotopes in Precipitation Across Canada,"Delavau, Carly|Stadnyk, Tricia|Birks, Jean",CANADIAN WATER RESOURCES JOURNAL,
5735,WOS:000244977700020,2007,Development of stochastic dynamic Nash game model for reservoir operation. I. The symmetric stochastic model with perfect information,"Ganji, Arman|Khahli, Davar|Karamouz, Mohammad",ADVANCES IN WATER RESOURCES,game theory|stochastic dynamic game|reservoir operation|conflict analysis
5736,WOS:000317537400038,2013,Runoff simulation considering time-varying partial contributing area based on current precipitation index,"Lee, Kwan Tun|Huang, Jen-Kuo",JOURNAL OF HYDROLOGY,partial contributing area|current precipitation index|geomorphologic iuh model|initial infiltration rate|rainfall-runoff simulation|kinematic wave
5737,WOS:000366046500002,2015,Regional and sectoral impacts of climate change under international climate agreements,"Sakaue, Shin|Yamaura, Koichi|Washida, Toyoaki",INTERNATIONAL JOURNAL OF GLOBAL WARMING,emeda|integrated assessment model|iams|cge models|global warming|climate change|non-cooperative game|bargaining game|nash equilibrium|nash bargaining solution|nbs|regional impacts|sectoral impacts|international climate agreements
5738,WOS:000241716300018,2006,"Atmospheric-hydrological modeling of severe precipitation and floods in the Huaihe River Basin., China","Lin, Charles A.|Wen, Lei|Lu, Guihua|Wu, Zhiyong|Zhang, Jianyun|Yang, Yang|Zhu, Yufei|Tong, Linying",JOURNAL OF HYDROLOGY,precipitation|flood|hydrograph|forecast lead time|model|coupling
5739,WOS:000255455500012,2008,Geospatial estimation of soil moisture in rain-fed paddy fields using SCS-CN-based model,"Reshmidevi, T. V.|Jana, R.|Eldho, T. I.",AGRICULTURAL WATER MANAGEMENT,soil moisture simulation|scs-cn model|paddy fields|drought|crop water requirement
