# Data from Clarivate Analytics' Web of Science, retrieved 24 February 2018
# This file generated on 2019-02-24 17:43:18
item,id,year,title,AU,SO,DE
692,WOS:000347018100051,2014,An integrated modeling system for estimating glacier and snow melt driven streamflow from remote sensing and earth system data products in the Himalayas,"Brown, M. E.|Racoviteanu, A. E.|Tarboton, D. G.|Sen Gupta, A.|Nigro, J.|Policelli, F.|Habib, S.|Tokay, M.|Shrestha, M. S.|Bajracharya, S.|Hummel, P.|Gray, M.|Duda, P.|Zaitchik, B.|Mahat, V.|Artan, G.|Tokar, S.",JOURNAL OF HYDROLOGY,himalayas|glacier melt|energy balance|stream flow
693,WOS:000281742000008,2010,Climate Change Impacts on Water Resources and Lake Regulation in the Vuoksi Watershed in Finland,"Veijalainen, Noora|Dubrovin, Tanja|Marttunen, Mika|Vehvilainen, Bertel",WATER RESOURCES MANAGEMENT,watercourse regulation|climate change|adaptation|hydrological modelling|impact assessment
694,WOS:000227957000002,2005,Climate change impacts for the conterminous USA: An integrated assessment - Part 1. Scenarios and context,"Smith, SJ|Thomson, AM|Rosenberg, NJ|Izaurralde, RC|Brown, RA|Wigley, TML",CLIMATIC CHANGE,
695,WOS:000310388600003,2012,Integrated assessment of the environmental impact of an IDP camp in Sudan based on very high resolution multi-temporal satellite imagery,"Hagenlocher, Michael|Lang, Stefan|Tiede, Dirk",REMOTE SENSING OF ENVIRONMENT,retrospective time series analysis|environmental impact|land use/land cover|object-based image analysis (obia)|integrated spatial indicators|weighted natural resource depletion index (nrdw)|displaced population
696,WOS:000322962800009,2013,"Integrated Modeling of Conjunctive Water Use in a Canal-Well Irrigation District in the Lower Yellow River Basin, China","Liu, Luguang|Cui, Yuanlai|Luo, Yufeng",JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING,irrigation districts|water management|rivers and streams|china|river basins|canals|wells|irrigation|water management|soil water atmosphere plant (swap)|soil and water assessment tool (swat2000)|modular three-dimensional groundwater flow model (modflow)|yellow river|conjunctive use
697,WOS:000357105903028,2013,"Modeling the effects of Urban Growth Scenarios on Water Demand and Runoff Patterns in Dublin, Ireland","Willuweit, L.|O'Sullivan, J. J.|Shahumyan, H.|Piantadosi, J|Anderssen, RS|Boland, J",20TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2013),runoff|water demand|urbanization|urban growth|urban water management
698,WOS:000312274700041,2011,Research on Information Resources Dynamic Allocation Based on Carbon Management Certification,"Ma Hui, |Li Shuangzhen, |Qiu Yue, |Wu, Y","2011 3RD INTERNATIONAL CONFERENCE ON ENVIRONMENTAL SCIENCE AND INFORMATION APPLICATION TECHNOLOGY ESIAT 2011, VOL 10, PT B",carbon footprint|resources dynamic configuration|carbon management certification|carbon management ability
699,WOS:000274178700003,2010,Fecal coliform modeling under two flow scenarios in St. Louis Bay of Mississippi,"Liu, Zhijun|Hashim, Noor B.|Kingery, William L.|Huddleston, David H.",JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,fecal coliform|water quality modeling|efdc|hspf|critical conditions
700,WOS:000313017800002,2013,Factor-Augmenting Technical Change: An Empirical Assessment,"Carraro, Carlo|De Cian, Enrica",ENVIRONMENTAL MODELING & ASSESSMENT,endogenous technical change|integrated assessment models|panel regression
701,WOS:000369430100015,2016,An extreme learning machine model for the simulation of monthly mean streamflow water level in eastern Queensland,"Deo, Ravinesh C.|Sahin, Mehmet",ENVIRONMENTAL MONITORING AND ASSESSMENT,extreme learning machine|streamflow prediction|hydrological modeling
702,WOS:000188280100015,2003,Spatiotemporal object database approach to dynamic segmentation,"Huang, B|Yao, L",INITIATIVES IN INFORMATION TECHNOLOGY AND GEOSPATIAL SCIENCE FOR TRANSPORTATION,
703,WOS:000289161600003,2011,Development of a modeling technique for the investigation of muscle activity and its effect on bone stresses in the human leg during an isometric exercise,"Florio, Catherine S.|Narh, Kwabena A.",SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,bone stress distribution|finite element model|gradient projection optimization|isometric exercise|multibone leg system|muscle force prediction
704,WOS:000377432800047,2016,"Fully coupled atmospheric-hydrological modeling at regional and long-term scales: Development, application, and analysis of WRF-HMS","Wagner, Sven|Fersch, Benjamin|Yuan, Fei|Yu, Zhongbo|Kunstmann, Harald",WATER RESOURCES RESEARCH,
705,WOS:000266722400157,2009,Integration of ecosystem-based tools to support coastal zone management,"Nobre, A. M.|Ferreira, J. G.",JOURNAL OF COASTAL RESEARCH,integrated coastal management (icm)|ecosystem-based management tools|integration of science and management
706,WOS:000450651100297,2017,An Algorithm for Risk Stratification of Preterm Infants,"Amperayani, VenkataNagaSai Apurupa|Indic, Premananda|Travers, Colm P.|Barbieri, Riccardo|Paydarfar, David|Ambalavanan, Namasivayam",2017 COMPUTING IN CARDIOLOGY (CINC),
707,WOS:000423641300039,2018,Intensive precipitation observation greatly improves hydrological modelling of the poorly gauged high mountain Mabengnong catchment in the Tibetan Plateau,"Wang, Li|Zhang, Fan|Zhang, Hongbo|Scott, Christopher A.|Zeng, Chen|Shi, Xiaonan",JOURNAL OF HYDROLOGY,tibetan plateau|precipitation gradient|precipitation duration|runoff modeling|snow cover modeling
708,WOS:000408567000002,2017,Establishing a Numerical Modeling Framework for Hydrologic Engineering Analyses of Extreme Storm Events,"Chen, Xiaodong|Hossain, Faisal|Leung, L. Ruby",JOURNAL OF HYDROLOGIC ENGINEERING,precipitation|heavy storms|nashville|atmospheric model|parameterizations
709,WOS:000180492000003,2003,Integrated modeling of anaerobic fluidized bed bioreactor for deicing waste treatment. I: Model derivation,"Seok, J|Komisar, SJ",JOURNAL OF ENVIRONMENTAL ENGINEERING-ASCE,mathematical models|cisterns|fluidized beds|waste treatment
710,WOS:000349429800018,2015,Integrated assessment and modelling: Overview and synthesis of salient dimensions,"Hamilton, Serena H.|ElSawah, Sondoss|Guillaume, Joseph H. A.|Jakeman, Anthony J.|Pierce, Suzanne A.",ENVIRONMENTAL MODELLING & SOFTWARE,integration|integrated assessment|dimensions|integrated models|environmental modelling|integrated modeling
711,WOS:000338837400010,2014,INTEGRATED ASSESSMENT Modelling agricultural adaptation,"Wing, Ian Sue|De Cian, Enrica",NATURE CLIMATE CHANGE,
712,WOS:000251038100012,2007,Optimal nonpoint source pollution control strategies for a reservoir watershed in Taiwan,"Hsieh, Cheng-Daw|Yang, Wan-Fa",JOURNAL OF ENVIRONMENTAL MANAGEMENT,best management practices|discrete differential dynamic programming|cost-benefit analyses|water quality model|reservoir
713,WOS:000293811200006,2011,How harmful are restrictions on adapting to climate change?,"de Bruin, Kelly C.|Dellink, Rob B.",GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,climate change|adaptation restrictions|integrated assessment modeling
714,WOS:000340490100049,2014,Implications of vortex initialization and model spin-up in tropical cyclone prediction using Advanced Research Weather Research and Forecasting Model,"Srinivas, Desamsetti|Rao, Dodla Venkata Bhaskar",NATURAL HAZARDS,tropical cyclones|numerical prediction|vortex initialization|model spin-up|arw model
715,WOS:000317028300007,2013,"Why, how, and how far should microbiological contamination in a coastal zone be mitigated? An application of the systems approach to the Thau lagoon (France)","Mongruel, Remi|Vanhoutte-Brunier, Alice|Fiandrino, Annie|Valette, Francois|Balle-Beganton, Johanna|Agundez, Jose A. Perez|Gallai, Nicola|Derolez, Valerie|Roussel, Sebastien|Lample, Michel|Laugier, Thierry",JOURNAL OF ENVIRONMENTAL MANAGEMENT,systems modeling|integrated assessment|microbiological contamination|technical options|strategic planning
716,WOS:000278102800005,2010,Modelling the potential for water quality failures in distribution networks: framework (I),"Sadiq, Rehan|Kleiner, Yehuda|Rajani, Balvant",JOURNAL OF WATER SUPPLY RESEARCH AND TECHNOLOGY-AQUA,distribution networks|fuzzy-based methods|potential for water quality failure|water quality models
717,WOS:000254475600009,2007,A phenological model for the soybean,"Confalone, A.|Villacampa, Y.|Reyes, J. A.|Garcia-Alonso, F.|Verdu, F.|Tiezzi, E|Marques, JC|Brebbia, CA|Jorgensen, SE",ECOSYSTEMS AND SUSTAINABLE DEVELOPMENT VI,soybean|photoperiod|temperature|development|modelling|stability
718,WOS:000343524000003,2014,Insight Maker: A general-purpose tool for web-based modeling & simulation,"Fortmann-Roe, Scott",SIMULATION MODELLING PRACTICE AND THEORY,modeling|simulation|web-based technologies|system dynamics|agent-based modeling
719,WOS:000314989301121,2011,Modelling the impact of landscape connectivity on catchment water balance and groundwater response,"Beverly, C.|Hocking, M.|Chan, F|Marinova, D|Anderssen, RS",19TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2011),landscape connectivity|catchment analysis tool (cat)|terrain analysis
720,WOS:000241022800017,2006,A multi-scale remote sensing-based modeling system for estimating local and regional fluxes,"Anderson, M. C.|Kustas, W. P.|Norman, J. M.|DUrso, G|Jochum, MAO|Moreno, J",EARTH OBSERVATION FOR VEGETATION MONITORING AND WATER MANAGEMENT,multi-scale|remote sensing-based energy balance model|thermal-infrared
721,WOS:000231914200002,2005,Describing dynamic modeling for landscapes with vector map algebra in GIS,"Wang, XY|Pullar, D",COMPUTERS & GEOSCIENCES,dynamic modeling|vector analysis|gis|map algebra|dem
722,WOS:A1994BZ61G00008,1994,THE BUILDING-BLOCKS FOR ECOLOGICAL MODELING IN WILDLIFE TOXICOLOGY,"WARNER, RE|Kendall, RJ|Lacher, TE",WILDLIFE TOXICOLOGY AND POPULATION MODELING,ecological models|research|wildlife toxicology
723,WOS:000319348700005,2013,29 % N2O emission reduction from a modelled low-greenhouse gas cropping system during 2009-2011,"Goglio, Pietro|Colnenne-David, Caroline|Laville, Patricia|Dore, Thierry|Gabrielle, Benoit",ENVIRONMENTAL CHEMISTRY LETTERS,n2o emissions|cropping systems|agro-ecosystem model|leguminous crops|residues|fertiliser application
724,WOS:000379419500006,2016,Representation of spatial and temporal variability in large-domain hydrological models: case study for a mesoscale pre-Alpine basin,"Melsen, Lieke|Teuling, Adriaan|Torfs, Paul|Zappa, Massimiliano|Mizukami, Naoki|Clark, Martyn|Uijlenhoet, Remko",HYDROLOGY AND EARTH SYSTEM SCIENCES,
725,WOS:000451021600003,2018,Integrated assessment modelling as a positive science: private passenger road transport policies to meet a climate target well below 2 C-degrees,"Mercure, J. -F.|Lam, A.|Billington, S.|Pollitt, H.",CLIMATIC CHANGE,
726,WOS:000296242100013,2011,Validation of the STRIVE model for coupling ecological processes and surface water flow,"De Doncker, L.|Troch, P.|Verhoeven, R.|Buis, K.|Meire, P.",JOURNAL OF HYDROINFORMATICS,ecohydraulics|ecosystem modelling|environmental engineering|femme|flood routing|vegetated rivers
727,WOS:000452593300009,2018,Capability of applying morphometric parameters of relief in river basins for geomorphological zoning of a territory,"Ivanov, M. A.|Yermolaev, O. P.",3RD INTERNATIONAL CONFERENCE ENVIRONMENT AND SUSTAINABLE DEVELOPMENT OF TERRITORIES: ECOLOGICAL CHALLENGES OF THE 21ST CENTURY,
728,WOS:000327575600002,2013,Models of daily rainfall cross-correlation for the United Kingdom,"Burton, A.|Glenis, V.|Jones, M. R.|Kilsby, C. G.",ENVIRONMENTAL MODELLING & SOFTWARE,precipitation|cross-correlation model|united kingdom|spatial temporal neyman-scott|rectangular pulses (stnsrp) model|weather generator
729,WOS:000380581601110,2015,Positional Language Modeling for Extractive Broadcast News Speech Summarization,"Liu, Shih-Hung|Chen, Kuan-Yu|Chen, Berlin|Wang, Hsin-Min|Yen, Hsu-Chun|Hsu, Wen-Lian","16TH ANNUAL CONFERENCE OF THE INTERNATIONAL SPEECH COMMUNICATION ASSOCIATION (INTERSPEECH 2015), VOLS 1-5",extractive broadcast news summarization|positional language modeling|relevance modeling
730,WOS:000083237500012,1999,Econometric analysis of global climate change,"Stern, DI|Kaufmann, RK",ENVIRONMENTAL MODELLING & SOFTWARE,global climate change|time series analysis|econometrics
731,WOS:000384921700001,2016,Likelihood of climate change pathways under uncertainty on fossil fuel resource availability,"Capellan-Perez, Inigo|Arto, Inaki|Polanco-Martinez, Josue M.|Gonzalez-Eguino, Mikel|Neumann, Marc B.",ENERGY & ENVIRONMENTAL SCIENCE,
732,WOS:000374803400020,2016,Decision-making framework for the application of in-situ activated carbon amendment to sediment,"Choi, Yongju|Cho, Yeo-Myoung|Gala, William R.|Hoelen, Thomas P.|Werner, David|Luthy, Richard G.",JOURNAL OF HAZARDOUS MATERIALS,activated carbon|decision-support|m-situ treatment|sediment|feasibility study
733,WOS:000258075100065,2008,The global potential of bioenergy on abandoned agriculture lands,"Campbell, J. Elliott|Lobell, David B.|Genova, Robert C.|Field, Christopher B.",ENVIRONMENTAL SCIENCE & TECHNOLOGY,
734,WOS:A1996WD46700006,1996,Land-use impact on watershed response: The integration of two-dimensional hydrological modelling and geographical information systems,"Doe, WW|Saghafian, B|Julien, PY",HYDROLOGICAL PROCESSES,hydrology|rainfall-runoff models|watershed responses|geographical information systems
735,WOS:000325831200028,2013,Phototransformation of the sunlight filter benzophenone-3 (2-hydroxy-4-methoxybenzophenone) under conditions relevant to surface waters,"Vione, Davide|Caringella, Rosalinda|De Laurentiis, Elisa|Pazzi, Marco|Minero, Claudio",SCIENCE OF THE TOTAL ENVIRONMENT,environmental modelling|surface-water photochemistry|indirect photolysis|photosensitisers|pharmaceuticals and personal care products
736,WOS:000445316200075,2018,Catchment scale simulations of soil moisture dynamics using an equivalent cross-section based hydrological modelling approach,"Khan, Urooj|Ajami, Hoori|Tuteja, Narendra Kumar|Sharma, Ashish|Kim, Seokhyeon",JOURNAL OF HYDROLOGY,equivalent cross-section (ecs)|soil moisture|computational time|first order sub-basin|distributed hydrological modelling|lumped conceptual hydrological modelling
737,WOS:000284959400050,2011,Habitat evaluation using suitability index and habitat type diversity: a case study involving a shallow forest stream in central Taiwan,"Chou, Wen-Chieh|Chuang, Ming-De",ENVIRONMENTAL MONITORING AND ASSESSMENT,weighted usable area (wua)|river2d|habitat type diversity|habitat suitability index (hsi)|prepositioned area electrofisher (pae)
738,WOS:A1994NR21400010,1994,THE ABATEMENT STRATEGIES ASSESSMENT MODEL - ASAM - APPLICATIONS TO REDUCTIONS OF SULFUR-DIOXIDE EMISSIONS ACROSS EUROPE,"APSIMON, HM|WARREN, RF|WILSON, JJN",ATMOSPHERIC ENVIRONMENT,sulfur dioxide|emission controls|acid deposition|critical loads|integrated assessment|modeling
739,WOS:000087550400009,2000,Isotopic (delta O-18) characteristics of weekly precipitation collected across the USA: an initial analysis with application to water source studies,"Welker, JM",HYDROLOGICAL PROCESSES,continental|hydrology|nadp|geochemistry
740,WOS:000245746200025,2007,Towards a common repository for governmental data: A modelling framework and real world application,"Mouzakitis, S.|Lampathaki, F.|Schroth, C.|Scheper, U.|Janner, T.|Goncalves, RJ|Muller, JP|Mertins, K|Zelm, M",ENTERPRISE INTEROPERABILITY II: NEW CHALLENGES AND APPROACHES,modelling methods|tools and frameworks for (networked) enterprises|meta-data and meta-models for enterprise interoperability
741,WOS:000418492700007,2017,Climate literacy: a systematic review and model integration,"Azevedo, Jose|Marques, Margarida",INTERNATIONAL JOURNAL OF GLOBAL WARMING,science literacy|science education|science communication|climate literacy|literature review
742,WOS:000416455900001,2017,Sensitivity analysis of hydrological models: review and way forward,"Devak, Manjula|Dhanya, C. T.",JOURNAL OF WATER AND CLIMATE CHANGE,distributed modeling|local and global sensitivity|parameter interaction|spatio-temporal sensitivity|uncertainty
